 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot       VmagSn      VmagOb
 2025-Dec-18 07:42     10 50 24.19 +06 44 00.3  1.79789840562736  -1.5951877   64.3915310  66.2602276
 2025-Dec-18 07:43     10 50 24.00 +06 44 01.3  1.79789776634257  -1.5929625   64.3914773  66.2614489
 2025-Dec-18 07:44     10 50 23.80 +06 44 02.3  1.79789712795104  -1.5907329   64.3914237  66.2626649
 2025-Dec-18 07:45     10 50 23.61 +06 44 03.2  1.79789649045460  -1.5884987   64.3913700  66.2638756
 2025-Dec-18 07:46     10 50 23.42 +06 44 04.2  1.79789585385504  -1.5862601   64.3913164  66.2650809
 2025-Dec-18 07:47     10 50 23.22 +06 44 05.2  1.79789521815413  -1.5840171   64.3912627  66.2662809
 2025-Dec-18 07:48     10 50 23.03 +06 44 06.2  1.79789458335366  -1.5817696   64.3912090  66.2674754
 2025-Dec-18 07:49     10 50 22.84 +06 44 07.2  1.79789394945538  -1.5795178   64.3911554  66.2686646
 2025-Dec-18 07:50     10 50 22.64 +06 44 08.2  1.79789331646106  -1.5772615   64.3911017  66.2698483
 2025-Dec-18 07:51     10 50 22.45 +06 44 09.2  1.79789268437243  -1.5750010   64.3910481  66.2710267
 2025-Dec-18 07:52     10 50 22.26 +06 44 10.1  1.79789205319125  -1.5727361   64.3909944  66.2721995
 2025-Dec-18 07:53     10 50 22.06 +06 44 11.1  1.79789142291922  -1.5704670   64.3909408  66.2733669
 2025-Dec-18 07:54     10 50 21.87 +06 44 12.1  1.79789079355807  -1.5681935   64.3908871  66.2745288
 2025-Dec-18 07:55     10 50 21.67 +06 44 13.1  1.79789016510951  -1.5659159   64.3908335  66.2756853
 2025-Dec-18 07:56     10 50 21.48 +06 44 14.1  1.79788953757522  -1.5636340   64.3907798  66.2768362
 2025-Dec-18 07:57     10 50 21.29 +06 44 15.1  1.79788891095691  -1.5613479   64.3907262  66.2779816
 2025-Dec-18 07:58     10 50 21.09 +06 44 16.0  1.79788828525624  -1.5590576   64.3906725  66.2791214
 2025-Dec-18 07:59     10 50 20.90 +06 44 17.0  1.79788766047488  -1.5567632   64.3906189  66.2802557
 2025-Dec-18 08:00     10 50 20.71 +06 44 18.0  1.79788703661449  -1.5544647   64.3905652  66.2813844
 2025-Dec-18 08:01     10 50 20.51 +06 44 19.0  1.79788641367671  -1.5521621   64.3905116  66.2825075
 2025-Dec-18 08:02     10 50 20.32 +06 44 20.0  1.79788579166319  -1.5498554   64.3904579  66.2836250
 2025-Dec-18 08:03     10 50 20.13 +06 44 21.0  1.79788517057555  -1.5475447   64.3904043  66.2847369
 2025-Dec-18 08:04     10 50 19.93 +06 44 22.0  1.79788455041540  -1.5452300   64.3903506  66.2858431
 2025-Dec-18 08:05     10 50 19.74 +06 44 22.9  1.79788393118436  -1.5429112   64.3902970  66.2869437
 2025-Dec-18 08:06     10 50 19.54 +06 44 23.9  1.79788331288402  -1.5405885   64.3902433  66.2880387
 2025-Dec-18 08:07     10 50 19.35 +06 44 24.9  1.79788269551596  -1.5382619   64.3901897  66.2891279
 2025-Dec-18 08:08     10 50 19.16 +06 44 25.9  1.79788207908176  -1.5359313   64.3901360  66.2902115
 2025-Dec-18 08:09     10 50 18.96 +06 44 26.9  1.79788146358300  -1.5335969   64.3900824  66.2912893
 2025-Dec-18 08:10     10 50 18.77 +06 44 27.9  1.79788084902122  -1.5312585   64.3900288  66.2923615
 2025-Dec-18 08:11     10 50 18.58 +06 44 28.9  1.79788023539796  -1.5289164   64.3899751  66.2934279
 2025-Dec-18 08:12     10 50 18.38 +06 44 29.8  1.79787962271478  -1.5265704   64.3899215  66.2944885
 2025-Dec-18 08:13     10 50 18.19 +06 44 30.8  1.79787901097317  -1.5242206   64.3898678  66.2955434
 2025-Dec-18 08:14     10 50 17.99 +06 44 31.8  1.79787840017468  -1.5218671   64.3898142  66.2965925
 2025-Dec-18 08:15     10 50 17.80 +06 44 32.8  1.79787779032079  -1.5195098   64.3897606  66.2976358
 2025-Dec-18 08:16     10 50 17.61 +06 44 33.8  1.79787718141300  -1.5171488   64.3897069  66.2986733
 2025-Dec-18 08:17     10 50 17.41 +06 44 34.8  1.79787657345279  -1.5147842   64.3896533  66.2997050
 2025-Dec-18 08:18     10 50 17.22 +06 44 35.7  1.79787596644164  -1.5124159   64.3895996  66.3007309
 2025-Dec-18 08:19     10 50 17.02 +06 44 36.7  1.79787536038100  -1.5100439   64.3895460  66.3017509
 2025-Dec-18 08:20     10 50 16.83 +06 44 37.7  1.79787475527233  -1.5076684   64.3894924  66.3027651
 2025-Dec-18 08:21     10 50 16.64 +06 44 38.7  1.79787415111708  -1.5052892   64.3894387  66.3037734
 2025-Dec-18 08:22     10 50 16.44 +06 44 39.7  1.79787354791666  -1.5029065   64.3893851  66.3047758
 2025-Dec-18 08:23     10 50 16.25 +06 44 40.7  1.79787294567250  -1.5005203   64.3893315  66.3057723
 2025-Dec-18 08:24     10 50 16.06 +06 44 41.7  1.79787234438600  -1.4981306   64.3892778  66.3067629
 2025-Dec-18 08:25     10 50 15.86 +06 44 42.6  1.79787174405857  -1.4957374   64.3892242  66.3077475
 2025-Dec-18 08:26     10 50 15.67 +06 44 43.6  1.79787114469160  -1.4933408   64.3891706  66.3087263
 2025-Dec-18 08:27     10 50 15.47 +06 44 44.6  1.79787054628645  -1.4909407   64.3891169  66.3096991
 2025-Dec-18 08:28     10 50 15.28 +06 44 45.6  1.79786994884449  -1.4885373   64.3890633  66.3106659
 2025-Dec-18 08:29     10 50 15.09 +06 44 46.6  1.79786935236709  -1.4861305   64.3890097  66.3116268
 2025-Dec-18 08:30     10 50 14.89 +06 44 47.6  1.79786875685558  -1.4837203   64.3889560  66.3125817
 2025-Dec-18 08:31     10 50 14.70 +06 44 48.6  1.79786816231129  -1.4813069   64.3889024  66.3135306
 2025-Dec-18 08:32     10 50 14.51 +06 44 49.5  1.79786756873556  -1.4788901   64.3888488  66.3144735
 2025-Dec-18 08:33     10 50 14.31 +06 44 50.5  1.79786697612968  -1.4764701   64.3887952  66.3154103
 2025-Dec-18 08:34     10 50 14.12 +06 44 51.5  1.79786638449497  -1.4740469   64.3887415  66.3163412
 2025-Dec-18 08:35     10 50 13.92 +06 44 52.5  1.79786579383270  -1.4716205   64.3886879  66.3172660
 2025-Dec-18 08:36     10 50 13.73 +06 44 53.5  1.79786520414416  -1.4691909   64.3886343  66.3181847
 2025-Dec-18 08:37     10 50 13.54 +06 44 54.5  1.79786461543062  -1.4667581   64.3885807  66.3190974
 2025-Dec-18 08:38     10 50 13.34 +06 44 55.4  1.79786402769333  -1.4643223   64.3885270  66.3200040
 2025-Dec-18 08:39     10 50 13.15 +06 44 56.4  1.79786344093354  -1.4618833   64.3884734  66.3209045
 2025-Dec-18 08:40     10 50 12.95 +06 44 57.4  1.79786285515249  -1.4594413   64.3884198  66.3217990
 2025-Dec-18 08:41     10 50 12.76 +06 44 58.4  1.79786227035138  -1.4569962   64.3883662  66.3226873
 2025-Dec-18 08:42     10 50 12.57 +06 44 59.4  1.79786168653145  -1.4545481   64.3883125  66.3235695
 2025-Dec-18 08:43     10 50 12.37 +06 45 00.4  1.79786110369388  -1.4520971   64.3882589  66.3244456
 2025-Dec-18 08:44     10 50 12.18 +06 45 01.4  1.79786052183987  -1.4496431   64.3882053  66.3253155
 2025-Dec-18 08:45     10 50 11.99 +06 45 02.3  1.79785994097060  -1.4471862   64.3881517  66.3261793
 2025-Dec-18 08:46     10 50 11.79 +06 45 03.3  1.79785936108723  -1.4447263   64.3880981  66.3270369
 2025-Dec-18 08:47     10 50 11.60 +06 45 04.3  1.79785878219093  -1.4422637   64.3880445  66.3278884
 2025-Dec-18 08:48     10 50 11.40 +06 45 05.3  1.79785820428282  -1.4397981   64.3879908  66.3287337
 2025-Dec-18 08:49     10 50 11.21 +06 45 06.3  1.79785762736406  -1.4373298   64.3879372  66.3295728
 2025-Dec-18 08:50     10 50 11.02 +06 45 07.3  1.79785705143575  -1.4348587   64.3878836  66.3304057
 2025-Dec-18 08:51     10 50 10.82 +06 45 08.2  1.79785647649902  -1.4323848   64.3878300  66.3312324
 2025-Dec-18 08:52     10 50 10.63 +06 45 09.2  1.79785590255496  -1.4299082   64.3877764  66.3320529
 2025-Dec-18 08:53     10 50 10.43 +06 45 10.2  1.79785532960466  -1.4274288   64.3877228  66.3328671
 2025-Dec-18 08:54     10 50 10.24 +06 45 11.2  1.79785475764919  -1.4249469   64.3876691  66.3336751
 2025-Dec-18 08:55     10 50 10.05 +06 45 12.2  1.79785418668963  -1.4224622   64.3876155  66.3344769
 2025-Dec-18 08:56     10 50 09.85 +06 45 13.2  1.79785361672701  -1.4199750   64.3875619  66.3352724
 2025-Dec-18 08:57     10 50 09.66 +06 45 14.2  1.79785304776240  -1.4174852   64.3875083  66.3360617
 2025-Dec-18 08:58     10 50 09.46 +06 45 15.1  1.79785247979682  -1.4149928   64.3874547  66.3368446
 2025-Dec-18 08:59     10 50 09.27 +06 45 16.1  1.79785191283128  -1.4124979   64.3874011  66.3376213
 2025-Dec-18 09:00     10 50 09.08 +06 45 17.1  1.79785134686680  -1.4100005   64.3873475  66.3383918
 2025-Dec-18 09:01     10 50 08.88 +06 45 18.1  1.79785078190437  -1.4075006   64.3872939  66.3391559
 2025-Dec-18 09:02     10 50 08.69 +06 45 19.1  1.79785021794498  -1.4049983   64.3872403  66.3399137
 2025-Dec-18 09:03     10 50 08.50 +06 45 20.1  1.79784965498960  -1.4024936   64.3871866  66.3406652
 2025-Dec-18 09:04     10 50 08.30 +06 45 21.0  1.79784909303919  -1.3999864   64.3871330  66.3414104
 2025-Dec-18 09:05     10 50 08.11 +06 45 22.0  1.79784853209470  -1.3974770   64.3870794  66.3421492
 2025-Dec-18 09:06     10 50 07.91 +06 45 23.0  1.79784797215708  -1.3949652   64.3870258  66.3428817
 2025-Dec-18 09:07     10 50 07.72 +06 45 24.0  1.79784741322724  -1.3924511   64.3869722  66.3436079
 2025-Dec-18 09:08     10 50 07.53 +06 45 25.0  1.79784685530611  -1.3899347   64.3869186  66.3443277
 2025-Dec-18 09:09     10 50 07.33 +06 45 26.0  1.79784629839458  -1.3874161   64.3868650  66.3450412
 2025-Dec-18 09:10     10 50 07.14 +06 45 27.0  1.79784574249355  -1.3848953   64.3868114  66.3457483
 2025-Dec-18 09:11     10 50 06.94 +06 45 27.9  1.79784518760389  -1.3823723   64.3867578  66.3464490
 2025-Dec-18 09:12     10 50 06.75 +06 45 28.9  1.79784463372649  -1.3798472   64.3867042  66.3471433
 2025-Dec-18 09:13     10 50 06.56 +06 45 29.9  1.79784408086218  -1.3773200   64.3866506  66.3478313
 2025-Dec-18 09:14     10 50 06.36 +06 45 30.9  1.79784352901183  -1.3747906   64.3865970  66.3485128
 2025-Dec-18 09:15     10 50 06.17 +06 45 31.9  1.79784297817625  -1.3722592   64.3865434  66.3491880
 2025-Dec-18 09:16     10 50 05.97 +06 45 32.9  1.79784242835628  -1.3697257   64.3864898  66.3498567
 2025-Dec-18 09:17     10 50 05.78 +06 45 33.8  1.79784187955272  -1.3671903   64.3864362  66.3505191
 2025-Dec-18 09:18     10 50 05.59 +06 45 34.8  1.79784133176636  -1.3646529   64.3863826  66.3511750
 2025-Dec-18 09:19     10 50 05.39 +06 45 35.8  1.79784078499800  -1.3621135   64.3863290  66.3518245
 2025-Dec-18 09:20     10 50 05.20 +06 45 36.8  1.79784023924842  -1.3595722   64.3862754  66.3524675
 2025-Dec-18 09:21     10 50 05.00 +06 45 37.8  1.79783969451836  -1.3570291   64.3862218  66.3531041
 2025-Dec-18 09:22     10 50 04.81 +06 45 38.8  1.79783915080858  -1.3544840   64.3861682  66.3537343
 2025-Dec-18 09:23     10 50 04.62 +06 45 39.8  1.79783860811982  -1.3519372   64.3861146  66.3543580
 2025-Dec-18 09:24     10 50 04.42 +06 45 40.7  1.79783806645281  -1.3493885   64.3860610  66.3549753
 2025-Dec-18 09:25     10 50 04.23 +06 45 41.7  1.79783752580825  -1.3468381   64.3860074  66.3555861
 2025-Dec-18 09:26     10 50 04.03 +06 45 42.7  1.79783698618686  -1.3442860   64.3859539  66.3561904
 2025-Dec-18 09:27     10 50 03.84 +06 45 43.7  1.79783644758932  -1.3417321   64.3859003  66.3567883
 2025-Dec-18 09:28     10 50 03.65 +06 45 44.7  1.79783591001632  -1.3391766   64.3858467  66.3573797
 2025-Dec-18 09:29     10 50 03.45 +06 45 45.7  1.79783537346851  -1.3366194   64.3857931  66.3579646
 2025-Dec-18 09:30     10 50 03.26 +06 45 46.6  1.79783483794655  -1.3340606   64.3857395  66.3585430
 2025-Dec-18 09:31     10 50 03.06 +06 45 47.6  1.79783430345109  -1.3315002   64.3856859  66.3591149
 2025-Dec-18 09:32     10 50 02.87 +06 45 48.6  1.79783376998275  -1.3289383   64.3856323  66.3596803
 2025-Dec-18 09:33     10 50 02.68 +06 45 49.6  1.79783323754216  -1.3263748   64.3855787  66.3602393
 2025-Dec-18 09:34     10 50 02.48 +06 45 50.6  1.79783270612992  -1.3238099   64.3855251  66.3607917
 2025-Dec-18 09:35     10 50 02.29 +06 45 51.6  1.79783217574662  -1.3212434   64.3854715  66.3613376
 2025-Dec-18 09:36     10 50 02.09 +06 45 52.6  1.79783164639285  -1.3186756   64.3854180  66.3618770
 2025-Dec-18 09:37     10 50 01.90 +06 45 53.5  1.79783111806918  -1.3161063   64.3853644  66.3624099
 2025-Dec-18 09:38     10 50 01.71 +06 45 54.5  1.79783059077616  -1.3135356   64.3853108  66.3629362
 2025-Dec-18 09:39     10 50 01.51 +06 45 55.5  1.79783006451434  -1.3109636   64.3852572  66.3634561
 2025-Dec-18 09:40     10 50 01.32 +06 45 56.5  1.79782953928426  -1.3083903   64.3852036  66.3639694
 2025-Dec-18 09:41     10 50 01.12 +06 45 57.5  1.79782901508644  -1.3058157   64.3851500  66.3644761
 2025-Dec-18 09:42     10 50 00.93 +06 45 58.5  1.79782849192139  -1.3032399   64.3850965  66.3649764
 2025-Dec-18 09:43     10 50 00.74 +06 45 59.4  1.79782796978960  -1.3006628   64.3850429  66.3654701
 2025-Dec-18 09:44     10 50 00.54 +06 46 00.4  1.79782744869156  -1.2980845   64.3849893  66.3659572
 2025-Dec-18 09:45     10 50 00.35 +06 46 01.4  1.79782692862774  -1.2955050   64.3849357  66.3664378
 2025-Dec-18 09:46     10 50 00.15 +06 46 02.4  1.79782640959860  -1.2929245   64.3848821  66.3669119
 2025-Dec-18 09:47     10 49 59.96 +06 46 03.4  1.79782589160461  -1.2903428   64.3848286  66.3673794
 2025-Dec-18 09:48     10 49 59.77 +06 46 04.4  1.79782537464618  -1.2877600   64.3847750  66.3678403
 2025-Dec-18 09:49     10 49 59.57 +06 46 05.3  1.79782485872374  -1.2851762   64.3847214  66.3682947
 2025-Dec-18 09:50     10 49 59.38 +06 46 06.3  1.79782434383772  -1.2825914   64.3846678  66.3687426
 2025-Dec-18 09:51     10 49 59.18 +06 46 07.3  1.79782382998850  -1.2800056   64.3846142  66.3691839
 2025-Dec-18 09:52     10 49 58.99 +06 46 08.3  1.79782331717647  -1.2774189   64.3845607  66.3696186
 2025-Dec-18 09:53     10 49 58.80 +06 46 09.3  1.79782280540202  -1.2748312   64.3845071  66.3700467
 2025-Dec-18 09:54     10 49 58.60 +06 46 10.3  1.79782229466550  -1.2722426   64.3844535  66.3704683
 2025-Dec-18 09:55     10 49 58.41 +06 46 11.3  1.79782178496726  -1.2696532   64.3843999  66.3708833
 2025-Dec-18 09:56     10 49 58.21 +06 46 12.2  1.79782127630765  -1.2670630   64.3843464  66.3712918
 2025-Dec-18 09:57     10 49 58.02 +06 46 13.2  1.79782076868700  -1.2644719   64.3842928  66.3716936
 2025-Dec-18 09:58     10 49 57.82 +06 46 14.2  1.79782026210561  -1.2618801   64.3842392  66.3720889
 2025-Dec-18 09:59     10 49 57.63 +06 46 15.2  1.79781975656378  -1.2592875   64.3841857  66.3724776
 2025-Dec-18 10:00     10 49 57.44 +06 46 16.2  1.79781925206181  -1.2566943   64.3841321  66.3728598
 2025-Dec-18 10:01     10 49 57.24 +06 46 17.2  1.79781874859998  -1.2541003   64.3840785  66.3732354
 2025-Dec-18 10:02     10 49 57.05 +06 46 18.1  1.79781824617856  -1.2515057   64.3840250  66.3736043
 2025-Dec-18 10:03     10 49 56.85 +06 46 19.1  1.79781774479778  -1.2489105   64.3839714  66.3739668
 2025-Dec-18 10:04     10 49 56.66 +06 46 20.1  1.79781724445790  -1.2463148   64.3839178  66.3743226
 2025-Dec-18 10:05     10 49 56.47 +06 46 21.1  1.79781674515915  -1.2437184   64.3838642  66.3746718
 2025-Dec-18 10:06     10 49 56.27 +06 46 22.1  1.79781624690173  -1.2411215   64.3838107  66.3750145
 2025-Dec-18 10:07     10 49 56.08 +06 46 23.1  1.79781574968586  -1.2385242   64.3837571  66.3753506
 2025-Dec-18 10:08     10 49 55.88 +06 46 24.0  1.79781525351173  -1.2359263   64.3837035  66.3756801
 2025-Dec-18 10:09     10 49 55.69 +06 46 25.0  1.79781475837950  -1.2333281   64.3836500  66.3760030
 2025-Dec-18 10:10     10 49 55.50 +06 46 26.0  1.79781426428937  -1.2307294   64.3835964  66.3763194
 2025-Dec-18 10:11     10 49 55.30 +06 46 27.0  1.79781377124146  -1.2281304   64.3835429  66.3766291
 2025-Dec-18 10:12     10 49 55.11 +06 46 28.0  1.79781327923594  -1.2255310   64.3834893  66.3769323
 2025-Dec-18 10:13     10 49 54.91 +06 46 29.0  1.79781278827293  -1.2229314   64.3834357  66.3772289
 2025-Dec-18 10:14     10 49 54.72 +06 46 30.0  1.79781229835254  -1.2203314   64.3833822  66.3775190
 2025-Dec-18 10:15     10 49 54.53 +06 46 30.9  1.79781180947489  -1.2177312   64.3833286  66.3778024
 2025-Dec-18 10:16     10 49 54.33 +06 46 31.9  1.79781132164006  -1.2151308   64.3832751  66.3780793
 2025-Dec-18 10:17     10 49 54.14 +06 46 32.9  1.79781083484814  -1.2125302   64.3832215  66.3783496
 2025-Dec-18 10:18     10 49 53.94 +06 46 33.9  1.79781034909920  -1.2099294   64.3831679  66.3786133
 2025-Dec-18 10:19     10 49 53.75 +06 46 34.9  1.79780986439328  -1.2073285   64.3831144  66.3788704
 2025-Dec-18 10:20     10 49 53.56 +06 46 35.9  1.79780938073044  -1.2047275   64.3830608  66.3791210
 2025-Dec-18 10:21     10 49 53.36 +06 46 36.8  1.79780889811071  -1.2021265   64.3830073  66.3793650
 2025-Dec-18 10:22  t  10 49 53.17 +06 46 37.8  1.79780841653410  -1.1995254   64.3829537  66.3796024
 2025-Dec-18 10:23     10 49 52.97 +06 46 38.8  1.79780793600063  -1.1969243   64.3829002  66.3798332
 2025-Dec-18 10:24     10 49 52.78 +06 46 39.8  1.79780745651028  -1.1943233   64.3828466  66.3800575
 2025-Dec-18 10:25     10 49 52.58 +06 46 40.8  1.79780697806304  -1.1917223   64.3827930  66.3802752
 2025-Dec-18 10:26     10 49 52.39 +06 46 41.8  1.79780650065888  -1.1891214   64.3827395  66.3804864
 2025-Dec-18 10:27     10 49 52.20 +06 46 42.7  1.79780602429776  -1.1865206   64.3826859  66.3806910
 2025-Dec-18 10:28     10 49 52.00 +06 46 43.7  1.79780554897962  -1.1839200   64.3826324  66.3808890
 2025-Dec-18 10:29     10 49 51.81 +06 46 44.7  1.79780507470439  -1.1813196   64.3825788  66.3810805
 2025-Dec-18 10:30     10 49 51.61 +06 46 45.7  1.79780460147200  -1.1787193   64.3825253  66.3812654
 2025-Dec-18 10:31     10 49 51.42 +06 46 46.7  1.79780412928235  -1.1761194   64.3824717  66.3814438
 2025-Dec-18 10:32     10 49 51.23 +06 46 47.7  1.79780365813534  -1.1735196   64.3824182  66.3816156
 2025-Dec-18 10:33     10 49 51.03 +06 46 48.7  1.79780318803086  -1.1709202   64.3823646  66.3817809
 2025-Dec-18 10:34     10 49 50.84 +06 46 49.6  1.79780271896877  -1.1683212   64.3823111  66.3819397
 2025-Dec-18 10:35     10 49 50.64 +06 46 50.6  1.79780225094893  -1.1657225   64.3822575  66.3820919
 2025-Dec-18 10:36     10 49 50.45 +06 46 51.6  1.79780178397119  -1.1631242   64.3822040  66.3822375
 2025-Dec-18 10:37     10 49 50.26 +06 46 52.6  1.79780131803538  -1.1605263   64.3821504  66.3823767
 2025-Dec-18 10:38     10 49 50.06 +06 46 53.6  1.79780085314134  -1.1579289   64.3820969  66.3825093
 2025-Dec-18 10:39     10 49 49.87 +06 46 54.6  1.79780038928885  -1.1553320   64.3820434  66.3826353
 2025-Dec-18 10:40     10 49 49.67 +06 46 55.5  1.79779992647773  -1.1527355   64.3819898  66.3827549
 2025-Dec-18 10:41     10 49 49.48 +06 46 56.5  1.79779946470776  -1.1501397   64.3819363  66.3828679
 2025-Dec-18 10:42     10 49 49.28 +06 46 57.5  1.79779900397871  -1.1475444   64.3818827  66.3829744
 2025-Dec-18 10:43     10 49 49.09 +06 46 58.5  1.79779854429034  -1.1449498   64.3818292  66.3830745
 2025-Dec-18 10:44     10 49 48.90 +06 46 59.5  1.79779808564240  -1.1423557   64.3817756  66.3831680
 2025-Dec-18 10:45     10 49 48.70 +06 47 00.5  1.79779762803462  -1.1397624   64.3817221  66.3832550
 2025-Dec-18 10:46     10 49 48.51 +06 47 01.4  1.79779717146674  -1.1371698   64.3816686  66.3833355
 2025-Dec-18 10:47     10 49 48.31 +06 47 02.4  1.79779671593846  -1.1345779   64.3816150  66.3834095
 2025-Dec-18 10:48     10 49 48.12 +06 47 03.4  1.79779626144947  -1.1319867   64.3815615  66.3834770
 2025-Dec-18 10:49     10 49 47.93 +06 47 04.4  1.79779580799948  -1.1293964   64.3815079  66.3835381
 2025-Dec-18 10:50     10 49 47.73 +06 47 05.4  1.79779535558814  -1.1268069   64.3814544  66.3835926
 2025-Dec-18 10:51     10 49 47.54 +06 47 06.4  1.79779490421513  -1.1242182   64.3814009  66.3836407
 2025-Dec-18 10:52     10 49 47.34 +06 47 07.3  1.79779445388010  -1.1216304   64.3813473  66.3836824
 2025-Dec-18 10:53     10 49 47.15 +06 47 08.3  1.79779400458267  -1.1190436   64.3812938  66.3837175
 2025-Dec-18 10:54     10 49 46.96 +06 47 09.3  1.79779355632249  -1.1164577   64.3812403  66.3837463
 2025-Dec-18 10:55     10 49 46.76 +06 47 10.3  1.79779310909915  -1.1138727   64.3811867  66.3837685
 2025-Dec-18 10:56     10 49 46.57 +06 47 11.3  1.79779266291227  -1.1112888   64.3811332  66.3837843
 2025-Dec-18 10:57 A   10 49 46.37 +06 47 12.3  1.79779221776144  -1.1087059   64.3810797  66.3837937
 2025-Dec-18 10:58 A   10 49 46.18 +06 47 13.2  1.79779177364622  -1.1061241   64.3810261  66.3837967
 2025-Dec-18 10:59 A   10 49 45.98 +06 47 14.2  1.79779133056619  -1.1035434   64.3809726  66.3837932
 2025-Dec-18 11:00 A   10 49 45.79 +06 47 15.2  1.79779088852089  -1.1009639   64.3809191  66.3837833
 2025-Dec-18 11:01 A   10 49 45.60 +06 47 16.2  1.79779044750987  -1.0983854   64.3808655  66.3837670
 2025-Dec-18 11:02 A   10 49 45.40 +06 47 17.2  1.79779000753265  -1.0958082   64.3808120  66.3837442
 2025-Dec-18 11:03 A   10 49 45.21 +06 47 18.2  1.79778956858876  -1.0932322   64.3807585  66.3837151
 2025-Dec-18 11:04 A   10 49 45.01 +06 47 19.2  1.79778913067769  -1.0906575   64.3807049  66.3836796
 2025-Dec-18 11:05 A   10 49 44.82 +06 47 20.1  1.79778869379894  -1.0880840   64.3806514  66.3836377
 2025-Dec-18 11:06 A   10 49 44.63 +06 47 21.1  1.79778825795199  -1.0855118   64.3805979  66.3835894
 2025-Dec-18 11:07 A   10 49 44.43 +06 47 22.1  1.79778782313630  -1.0829410   64.3805444  66.3835348
 2025-Dec-18 11:08 A   10 49 44.24 +06 47 23.1  1.79778738935134  -1.0803716   64.3804908  66.3834737
 2025-Dec-18 11:09 A   10 49 44.04 +06 47 24.1  1.79778695659653  -1.0778035   64.3804373  66.3834063
 2025-Dec-18 11:10 A   10 49 43.85 +06 47 25.1  1.79778652487133  -1.0752369   64.3803838  66.3833326
 2025-Dec-18 11:11 A   10 49 43.66 +06 47 26.0  1.79778609417514  -1.0726718   64.3803303  66.3832525
 2025-Dec-18 11:12 A   10 49 43.46 +06 47 27.0  1.79778566450737  -1.0701081   64.3802767  66.3831661
 2025-Dec-18 11:13 A   10 49 43.27 +06 47 28.0  1.79778523586741  -1.0675460   64.3802232  66.3830733
 2025-Dec-18 11:14 A   10 49 43.07 +06 47 29.0  1.79778480825466  -1.0649854   64.3801697  66.3829743
 2025-Dec-18 11:15 A   10 49 42.88 +06 47 30.0  1.79778438166849  -1.0624264   64.3801162  66.3828689
 2025-Dec-18 11:16 A   10 49 42.68 +06 47 31.0  1.79778395610824  -1.0598691   64.3800627  66.3827572
 2025-Dec-18 11:17 A   10 49 42.49 +06 47 31.9  1.79778353157327  -1.0573133   64.3800091  66.3826392
 2025-Dec-18 11:18 A   10 49 42.30 +06 47 32.9  1.79778310806291  -1.0547593   64.3799556  66.3825149
 2025-Dec-18 11:19 A   10 49 42.10 +06 47 33.9  1.79778268557650  -1.0522069   64.3799021  66.3823844
 2025-Dec-18 11:20 A   10 49 41.91 +06 47 34.9  1.79778226411333  -1.0496563   64.3798486  66.3822476
 2025-Dec-18 11:21 A   10 49 41.71 +06 47 35.9  1.79778184367271  -1.0471074   64.3797951  66.3821045
 2025-Dec-18 11:22 A   10 49 41.52 +06 47 36.9  1.79778142425392  -1.0445603   64.3797415  66.3819551
 2025-Dec-18 11:23 A   10 49 41.33 +06 47 37.8  1.79778100585625  -1.0420151   64.3796880  66.3817996
 2025-Dec-18 11:24 A   10 49 41.13 +06 47 38.8  1.79778058847895  -1.0394717   64.3796345  66.3816377
 2025-Dec-18 11:25 A   10 49 40.94 +06 47 39.8  1.79778017212127  -1.0369301   64.3795810  66.3814697
 2025-Dec-18 11:26 A   10 49 40.74 +06 47 40.8  1.79777975678247  -1.0343905   64.3795275  66.3812954
 2025-Dec-18 11:27 Am  10 49 40.55 +06 47 41.8  1.79777934246175  -1.0318528   64.3794740  66.3811150
 2025-Dec-18 11:28 Am  10 49 40.35 +06 47 42.8  1.79777892915835  -1.0293171   64.3794205  66.3809283
 2025-Dec-18 11:29 Nm  10 49 40.16 +06 47 43.7  1.79777851687147  -1.0267834   64.3793669  66.3807354
 2025-Dec-18 11:30 Nm  10 49 39.97 +06 47 44.7  1.79777810560029  -1.0242517   64.3793134  66.3805364
 2025-Dec-18 11:31 Nm  10 49 39.77 +06 47 45.7  1.79777769534400  -1.0217221   64.3792599  66.3803312
 2025-Dec-18 11:32 Nm  10 49 39.58 +06 47 46.7  1.79777728610177  -1.0191946   64.3792064  66.3801198
 2025-Dec-18 11:33 Nm  10 49 39.38 +06 47 47.7  1.79777687787275  -1.0166692   64.3791529  66.3799023
 2025-Dec-18 11:34 Nm  10 49 39.19 +06 47 48.7  1.79777647065609  -1.0141459   64.3790994  66.3796787
 2025-Dec-18 11:35 Nm  10 49 39.00 +06 47 49.6  1.79777606445093  -1.0116248   64.3790459  66.3794489
 2025-Dec-18 11:36 Nm  10 49 38.80 +06 47 50.6  1.79777565925639  -1.0091059   64.3789924  66.3792130
 2025-Dec-18 11:37 Nm  10 49 38.61 +06 47 51.6  1.79777525507157  -1.0065892   64.3789389  66.3789710
 2025-Dec-18 11:38 Nm  10 49 38.41 +06 47 52.6  1.79777485189558  -1.0040748   64.3788854  66.3787229
 2025-Dec-18 11:39 Nm  10 49 38.22 +06 47 53.6  1.79777444972750  -1.0015627   64.3788319  66.3784687
