# -------------------------- o --------------------------
# File ID: /datax/scratch/benjb/bliss_LSCX_test/quick_test/widths_to_10_blc73_guppi_58832_16209_MESSIER031_0057.rawspec.0000.h5
# -------------------------- o --------------------------
# Source:MESSIER031
# MJD: 58832.18760416667	RA: 00h42m44.448ss	DEC:+41d16m03.72s
# DELTAT: 18.253611	DELTAF(Hz):  -2.793968 max_drift_rate: 4.000068	obs_length: 292.057776
# --------------------------
# Top_Hit_#	Drift_Rate	SNR	Uncorrected_Frequency	Corrected_Frequency	Index	freq_start	freq_end	SEFD_freq	Coarse_Channel_Number	Full_number_of_hits
# --------------------------
000001	0.387762	30.392509	1687.244533	1687.244533	615745	1687.244476	1687.244590	0.000000	0.000000	0	23
000002	-1.887787	630.694214	1688.201948	1688.201948	272952	1688.202223	1688.201672	0.000000	0.000000	0	30
000003	-1.724519	524.209045	1688.222624	1688.222624	265560	1688.222876	1688.222373	0.000000	0.000000	0	28
000004	-1.857175	464.468994	1686.684439	1686.684439	816091	1686.684710	1686.684168	0.000000	0.000000	0	28
000005	0.540826	30.320429	1687.244466	1687.244466	615772	1687.244387	1687.244545	0.000000	0.000000	0	26
000006	-1.479617	459.486084	1686.649408	1686.649408	828649	1686.649624	1686.649192	0.000000	0.000000	0	22
000007	-0.571438	260.056458	1687.222379	1687.222379	623623	1687.222463	1687.222296	0.000000	0.000000	0	9
000008	0.500009	276.615723	1687.902833	1687.902833	380134	1687.902760	1687.902906	0.000000	0.000000	0	7
000009	-1.316349	889.692627	1687.306936	1687.306936	593319	1687.307128	1687.306744	0.000000	0.000000	0	22
000010	-0.918383	1319.401245	1686.740229	1686.740229	796172	1686.740363	1686.740095	0.000000	0.000000	0	26
000011	-0.622460	1284.310059	1687.423780	1687.423780	551535	1687.423871	1687.423690	0.000000	0.000000	0	17
000012	-0.591847	1277.533813	1688.161976	1688.161976	287326	1688.162063	1688.161890	0.000000	0.000000	0	15
000013	-1.500026	594.935242	1688.722979	1688.722979	86488	1688.723198	1688.722760	0.000000	0.000000	0	26
000014	-0.918383	934.956421	1688.025220	1688.025220	336256	1688.025354	1688.025086	0.000000	0.000000	0	15
000015	0.612255	891.372437	1687.462314	1687.462314	537808	1687.462224	1687.462403	0.000000	0.000000	0	16
000016	0.306128	617.219971	1687.366179	1687.366179	572200	1687.366134	1687.366223	0.000000	0.000000	0	8
000017	0.275515	964.701416	1688.905754	1688.905754	21163	1688.905714	1688.905794	0.000000	0.000000	0	18
000018	-0.612255	355.406586	1687.244594	1687.244594	615669	1687.244683	1687.244504	0.000000	0.000000	0	18
000019	-1.306145	696.538818	1686.526736	1686.526736	872564	1686.526927	1686.526545	0.000000	0.000000	0	26
000020	0.551030	1249.570435	1688.189083	1688.189083	277684	1688.189002	1688.189163	0.000000	0.000000	0	18
000021	-1.612272	906.342468	1688.628588	1688.628588	120266	1688.628823	1688.628352	0.000000	0.000000	0	26
000022	-0.693889	1166.710205	1686.505762	1686.505762	880103	1686.505863	1686.505660	0.000000	0.000000	0	24
000023	-0.183677	548.534058	1687.346262	1687.346262	579303	1687.346288	1687.346235	0.000000	0.000000	0	8
000024	0.448987	935.533142	1686.608406	1686.608406	843425	1686.608340	1686.608471	0.000000	0.000000	0	8
000025	-1.275532	544.135742	1688.788471	1688.788471	63059	1688.788658	1688.788285	0.000000	0.000000	0	18
000026	-0.540826	371.268707	1687.321578	1687.321578	588119	1687.321657	1687.321499	0.000000	0.000000	0	19
000027	0.540826	434.840515	1686.660943	1686.660943	824626	1686.660864	1686.661022	0.000000	0.000000	0	20
000028	-1.306145	700.271729	1688.688549	1688.688549	98821	1688.688740	1688.688358	0.000000	0.000000	0	22
000029	-0.663277	289.012939	1686.467187	1686.467187	893911	1686.467284	1686.467090	0.000000	0.000000	0	10
000030	-0.234698	1009.825562	1686.488070	1686.488070	886459	1686.488105	1686.488036	0.000000	0.000000	0	12
000031	-1.653089	704.201111	1687.122586	1687.122586	659283	1687.122827	1687.122344	0.000000	0.000000	0	26
000032	-1.846970	840.038391	1687.182130	1687.182130	637961	1687.182400	1687.181860	0.000000	0.000000	0	30
000033	1.224511	930.764343	1688.945366	1688.945366	7035	1688.945187	1688.945544	0.000000	0.000000	0	22
000034	1.234715	1486.222168	1687.389121	1687.389121	564037	1687.388941	1687.389302	0.000000	0.000000	0	30
000035	-1.040834	1496.501465	1687.145451	1687.145451	651131	1687.145603	1687.145299	0.000000	0.000000	0	28
000036	-0.030613	422.863861	1688.549017	1688.549017	148828	1688.549022	1688.549013	0.000000	0.000000	0	5
000037	1.714315	896.488403	1688.129154	1688.129154	299194	1688.128904	1688.129405	0.000000	0.000000	0	32
000038	0.540826	938.964783	1687.260847	1687.260847	609912	1687.260768	1687.260926	0.000000	0.000000	0	24
000039	-1.132672	811.200439	1687.824112	1687.824112	408225	1687.824278	1687.823947	0.000000	0.000000	0	17
000040	-1.377575	1227.091309	1687.784710	1687.784710	422314	1687.784911	1687.784508	0.000000	0.000000	0	24
000041	0.693889	867.974487	1688.740211	1688.740211	80435	1688.740110	1688.740312	0.000000	0.000000	0	22
000042	1.326553	705.737671	1688.063599	1688.063599	322637	1688.063405	1688.063792	0.000000	0.000000	0	20
000043	-0.234698	496.498322	1686.342711	1686.342711	938485	1686.342746	1686.342677	0.000000	0.000000	0	10
000044	-0.642868	362.494263	1687.162231	1687.162231	645147	1687.162325	1687.162137	0.000000	0.000000	0	9
000045	0.295923	382.375183	1687.926133	1687.926133	371784	1687.926090	1687.926176	0.000000	0.000000	0	16
000046	-0.112247	809.478210	1686.387019	1686.387019	922633	1686.387036	1686.387003	0.000000	0.000000	0	8
000047	1.224511	709.639954	1687.282497	1687.282497	602199	1687.282318	1687.282675	0.000000	0.000000	0	20
000048	-0.408170	451.562744	1686.248222	1686.248222	972296	1686.248282	1686.248162	0.000000	0.000000	0	7
000049	-1.510230	877.140076	1687.047250	1687.047250	686255	1687.047471	1687.047030	0.000000	0.000000	0	25
000050	-0.234698	339.573792	1688.608588	1688.608588	127496	1688.608623	1688.608554	0.000000	0.000000	0	25
000051	0.704094	854.612610	1688.640082	1688.640082	116273	1688.639979	1688.640185	0.000000	0.000000	0	24
000052	-1.357166	951.153687	1688.527265	1688.527265	156545	1688.527463	1688.527067	0.000000	0.000000	0	27
000053	1.071447	350.641602	1686.300931	1686.300931	953508	1686.300775	1686.301087	0.000000	0.000000	0	15
000054	0.765319	1639.881226	1688.660937	1688.660937	108813	1688.660825	1688.661049	0.000000	0.000000	0	19
000055	1.959217	1384.502808	1688.928955	1688.928955	12948	1688.928669	1688.929241	0.000000	0.000000	0	35
000056	-1.846970	462.450287	1686.224629	1686.224629	980665	1686.224899	1686.224359	0.000000	0.000000	0	25
000057	1.234715	1471.038818	1688.044637	1688.044637	329419	1688.044456	1688.044817	0.000000	0.000000	0	28
000058	0.846953	1534.752686	1686.401389	1686.401389	917541	1686.401265	1686.401513	0.000000	0.000000	0	21
000059	-1.581660	1407.511230	1687.721265	1687.721265	445011	1687.721496	1687.721034	0.000000	0.000000	0	30
000060	-0.795932	395.719116	1687.748445	1687.748445	435324	1687.748561	1687.748329	0.000000	0.000000	0	12
000061	1.183694	1832.359253	1687.985537	1687.985537	350569	1687.985364	1687.985710	0.000000	0.000000	0	27
000062	-1.336758	1361.183105	1687.705576	1687.705576	450639	1687.705772	1687.705381	0.000000	0.000000	0	24
000063	-1.612272	456.656586	1686.922608	1686.922608	730860	1686.922843	1686.922372	0.000000	0.000000	0	24
000064	-0.693889	931.315002	1688.404187	1688.404187	200629	1688.404289	1688.404086	0.000000	0.000000	0	18
000065	-0.846953	290.958679	1686.543349	1686.543349	866642	1686.543473	1686.543225	0.000000	0.000000	0	18
000066	1.510230	569.146240	1687.844422	1687.844422	401093	1687.844201	1687.844643	0.000000	0.000000	0	24
000067	1.989830	1418.273071	1688.701522	1688.701522	94350	1688.701231	1688.701813	0.000000	0.000000	0	34
000068	1.397983	1330.032104	1687.088350	1687.088350	671696	1687.088145	1687.088554	0.000000	0.000000	0	31
000069	-0.306128	611.189636	1687.021009	1687.021009	695709	1687.021054	1687.020964	0.000000	0.000000	0	12
000070	1.979626	830.842529	1687.202644	1687.202644	630820	1687.202354	1687.202933	0.000000	0.000000	0	29
000071	0.234698	562.713440	1686.967494	1686.967494	714892	1686.967460	1686.967529	0.000000	0.000000	0	7
000072	-0.387762	1139.511841	1687.680041	1687.680041	459829	1687.680098	1687.679985	0.000000	0.000000	0	19
000073	0.693889	775.846863	1688.441868	1688.441868	187216	1688.441767	1688.441970	0.000000	0.000000	0	26
